protein,carb,fat,sugar,fiber,age_group,label,glycemic_index,eco_score
40.4,312.65,81.07,29.48,39.01,30-35,ok,75.64,72.81
0.0,234.75,106.38,41.34,4.78,40-45,bad,39.6,69.71
19.85,266.36,104.77,54.12,7.36,10-15,bad,64.49,96.83
52.87,303.62,91.34,45.58,30.46,30-35,bad,81.65,53.0
14.66,337.65,126.01,47.39,18.17,45-50,bad,79.57,22.43
30.88,377.36,82.06,26.21,20.66,20-25,ok,71.04,70.94
33.22,257.95,108.69,24.37,29.84,15-20,ok,79.33,64.8
34.99,205.64,111.9,59.76,11.03,45-50,bad,68.22,58.1
52.39,294.3,62.63,18.54,29.79,15-20,ok,51.38,59.16
28.72,338.99,84.85,37.85,36.38,25-30,ok,66.04,60.19
33.9,286.42,81.0,27.33,45.42,30-35,ok,61.77,57.12
14.69,264.36,65.44,30.75,33.62,25-30,ok,50.47,29.76
55.86,289.82,68.05,5.71,39.79,25-30,ok,74.94,50.9
53.77,351.33,123.05,30.29,20.78,10-15,ok,88.2,52.78
53.77,238.92,101.89,66.38,10.43,25-30,bad,36.76,52.71
36.31,225.51,53.54,12.82,31.67,15-20,ok,68.56,85.4
42.28,215.11,67.56,40.44,21.88,35-40,ok,87.9,58.52
53.91,274.13,124.72,72.1,4.57,25-30,bad,88.9,49.36
36.85,310.19,73.34,16.18,31.83,10-15,ok,67.74,72.97
66.71,189.1,53.37,24.93,29.47,15-20,ok,67.89,70.31
33.27,253.93,96.34,1.0,39.07,35-40,ok,51.05,76.39
67.29,276.53,63.38,27.94,13.79,40-45,ok,43.19,60.62
33.96,311.47,121.36,66.3,19.32,15-20,bad,67.0,73.65
61.79,305.25,83.46,3.69,28.32,40-45,ok,86.3,93.31
33.79,335.06,106.59,61.51,26.35,30-35,bad,53.26,32.98
33.79,315.08,105.66,18.87,32.68,40-45,ok,50.45,52.86
63.42,287.91,36.52,22.62,15.91,25-30,ok,75.51,46.16
60.04,341.82,35.24,27.53,35.97,10-15,ok,67.03,40.02
22.86,234.94,54.0,49.08,26.06,15-20,ok,90.8,60.16
57.93,341.84,65.16,36.15,18.56,25-30,ok,89.95,80.03
62.23,260.9,58.59,42.96,24.34,35-40,ok,71.73,59.16
20.51,360.48,91.76,42.96,13.72,15-20,bad,60.73,54.26
33.13,378.31,104.44,52.67,7.95,35-40,bad,70.83,57.17
47.13,230.95,65.67,14.98,36.95,15-20,ok,98.65,46.65
30.11,286.0,61.08,15.1,23.18,40-45,ok,45.8,60.24
5.66,361.5,123.94,45.02,7.06,35-40,bad,59.75,34.64
33.81,262.54,113.23,34.57,29.93,25-30,ok,69.09,57.43
39.23,311.75,77.84,13.67,16.39,15-20,ok,68.32,64.73
59.74,310.3,81.88,26.23,19.78,45-50,ok,73.38,87.62
0.0,262.86,79.16,24.6,13.15,30-35,bad,93.23,34.44
65.27,214.65,118.8,34.02,33.67,40-45,ok,52.85,86.9
60.38,290.67,76.58,14.86,30.36,30-35,ok,80.63,83.21
55.03,234.18,36.3,19.26,31.68,25-30,ok,51.09,76.21
41.22,309.23,82.47,0.0,15.55,10-15,ok,52.05,32.97
34.36,310.11,47.31,25.25,20.89,45-50,ok,69.65,41.03
37.93,314.1,74.21,12.05,23.05,30-35,ok,32.22,61.09
53.76,183.11,115.16,74.04,25.35,25-30,bad,59.88,37.13
47.28,277.3,106.06,30.25,10.45,30-35,ok,60.18,62.74
60.31,299.61,76.19,21.71,32.65,30-35,ok,27.11,65.87
42.49,275.1,74.52,41.73,19.6,40-45,ok,64.46,48.27
46.72,160.05,67.71,14.93,21.08,30-35,ok,59.91,68.11
5.79,255.84,140.4,54.06,9.74,45-50,bad,62.58,43.32
61.14,240.54,81.26,16.47,42.32,30-35,ok,50.56,65.63
23.98,418.1,95.32,21.78,26.89,20-25,ok,49.42,55.78
35.15,326.52,92.59,66.0,18.1,10-15,bad,49.79,47.91
51.42,285.99,66.65,34.76,35.76,10-15,ok,40.51,45.26
41.07,237.12,112.84,53.15,12.34,45-50,bad,46.66,35.08
52.11,248.34,77.83,13.27,14.71,45-50,ok,70.79,90.33
55.65,279.23,67.65,36.37,27.59,10-15,ok,86.12,50.56
19.19,181.14,165.38,41.54,21.81,20-25,bad,69.14,37.82
59.74,346.06,113.29,28.85,25.52,25-30,ok,82.62,54.51
33.77,369.79,71.79,25.79,36.32,40-45,ok,81.36,95.07
43.53,260.3,87.95,33.39,16.02,35-40,ok,67.44,44.96
33.61,385.14,74.78,28.11,35.43,30-35,ok,64.96,56.85
40.77,302.67,112.86,37.94,14.21,15-20,bad,75.05,42.19
55.29,244.8,85.92,29.53,7.19,35-40,ok,86.35,23.79
40.82,285.37,129.45,43.69,9.36,25-30,bad,83.0,21.31
67.55,250.58,129.35,10.85,27.34,15-20,ok,71.03,75.8
54.85,278.92,80.58,19.4,19.09,30-35,ok,70.86,94.33
33.93,379.87,61.69,29.58,23.64,25-30,ok,49.24,38.3
38.84,245.38,82.66,35.99,34.99,30-35,ok,69.83,46.29
87.2,271.1,102.73,22.91,16.66,35-40,ok,64.76,74.33
65.52,281.95,78.97,33.07,32.33,25-30,ok,62.91,51.62
13.09,257.83,98.79,59.76,14.14,30-35,bad,71.38,37.28
51.36,357.63,54.18,36.16,28.86,20-25,ok,97.76,42.57
45.92,363.59,136.24,56.87,5.68,15-20,bad,67.22,34.23
72.61,313.14,84.72,13.66,32.66,10-15,ok,56.39,60.49
50.31,204.33,52.28,9.51,34.91,30-35,ok,57.23,64.92
40.21,315.76,94.77,70.78,18.41,45-50,bad,68.32,58.55
62.99,264.84,63.41,21.43,23.73,20-25,ok,57.28,47.56
45.3,280.11,79.07,36.19,32.62,40-45,ok,43.79,75.11
37.14,269.38,62.19,19.74,39.73,45-50,ok,57.85,90.81
61.56,266.64,48.65,37.55,28.17,20-25,ok,53.05,54.82
42.06,336.91,106.52,51.9,7.09,35-40,bad,67.37,27.96
40.85,249.05,112.13,61.36,1.33,30-35,bad,74.24,57.56
25.92,284.15,71.18,18.2,21.12,40-45,ok,76.77,58.34
55.99,362.05,47.75,24.78,40.91,40-45,ok,72.32,64.97
61.35,292.67,59.18,20.29,27.68,35-40,ok,64.41,82.08
41.76,374.81,77.79,41.55,27.07,30-35,ok,56.51,50.25
34.16,199.85,77.77,67.3,34.66,40-45,bad,54.7,31.47
45.02,207.65,68.56,24.96,31.17,30-35,ok,63.47,35.54
60.41,277.51,84.9,34.79,40.45,40-45,ok,48.73,48.37
71.8,261.59,109.93,24.78,32.82,35-40,ok,40.32,77.54
57.84,225.6,29.12,18.97,15.89,45-50,ok,60.82,77.79
50.66,251.96,103.79,15.67,24.64,15-20,ok,57.72,78.76
7.53,264.73,103.21,48.57,22.22,30-35,bad,44.8,45.71
27.91,163.5,100.91,40.3,15.06,30-35,bad,51.51,50.1
49.34,260.46,100.78,58.86,24.2,45-50,bad,52.1,71.68
65.35,220.11,82.71,29.83,36.99,10-15,ok,54.58,52.3
34.81,298.24,65.56,25.9,19.85,25-30,ok,62.4,97.49
21.73,242.26,104.16,45.96,16.95,10-15,bad,85.4,50.71
44.56,224.1,56.99,34.1,10.92,10-15,ok,69.73,31.93
60.16,195.68,52.77,12.36,24.9,10-15,ok,43.25,59.63
105.53,227.33,97.2,25.74,16.84,45-50,ok,77.52,71.37
38.81,342.73,39.14,17.78,32.76,45-50,ok,58.43,69.93
0.0,245.67,79.51,40.7,16.01,45-50,bad,44.5,46.02
72.03,269.9,81.45,37.29,14.37,40-45,bad,63.99,87.72
44.37,277.06,80.5,22.0,14.62,30-35,ok,50.51,74.82
69.47,259.58,81.04,30.85,31.92,35-40,ok,50.62,90.11
12.12,206.64,96.11,26.68,19.39,25-30,ok,57.33,52.42
62.27,331.58,71.31,15.14,25.97,45-50,ok,54.51,36.66
35.44,200.16,84.3,69.06,4.67,45-50,bad,57.63,51.02
60.61,295.42,107.08,12.86,25.18,15-20,ok,77.22,67.66
41.22,247.94,63.21,23.17,23.16,25-30,ok,54.16,61.76
40.78,267.38,60.47,29.69,17.03,35-40,ok,52.43,85.34
8.29,307.0,74.07,53.05,24.17,15-20,bad,86.09,33.24
54.1,270.3,63.54,19.21,21.35,10-15,ok,65.37,65.67
60.1,352.04,68.14,39.38,29.82,40-45,ok,45.66,65.24
39.72,256.55,102.14,3.89,21.04,15-20,ok,81.37,71.01
66.61,254.79,84.67,29.18,18.06,25-30,ok,43.47,59.84
33.86,212.95,118.86,56.82,17.04,35-40,bad,45.25,37.66
43.52,318.66,119.53,56.26,7.93,40-45,bad,69.66,90.42
42.9,385.91,25.41,19.55,24.95,10-15,ok,80.42,66.01
53.85,263.48,58.2,34.6,15.44,10-15,ok,57.52,54.06
36.89,288.18,138.05,66.17,10.83,25-30,bad,85.29,84.91
68.68,258.09,113.85,17.66,8.22,20-25,ok,43.84,87.32
43.45,235.73,57.66,11.85,41.02,10-15,ok,58.86,0.0
57.88,295.92,78.46,34.58,13.62,35-40,ok,100.0,47.23
20.8,241.65,112.55,59.26,28.47,20-25,bad,89.09,39.05
67.15,289.18,66.18,14.73,14.0,40-45,ok,62.82,69.24
72.36,297.48,68.63,45.17,27.62,40-45,ok,74.86,52.86
85.61,187.2,24.66,30.99,25.81,45-50,ok,76.63,86.85
62.22,272.69,82.31,10.83,11.92,25-30,ok,75.54,66.85
40.95,231.11,133.82,55.04,21.08,15-20,bad,55.07,57.02
38.73,390.15,68.31,23.26,17.41,20-25,ok,54.13,26.57
58.39,229.11,61.83,19.22,24.01,40-45,ok,60.19,83.18
62.41,274.27,43.53,17.79,24.85,10-15,ok,65.88,51.47
75.68,259.08,97.97,13.98,14.43,20-25,ok,81.2,78.71
21.1,303.76,85.98,10.33,19.01,40-45,ok,47.94,61.68
43.93,313.77,45.43,37.81,21.7,45-50,ok,44.51,53.37
66.19,301.24,81.33,21.69,37.91,40-45,ok,76.87,58.79
9.77,295.79,134.8,49.95,23.55,30-35,bad,94.03,14.34
60.99,196.9,79.46,35.84,26.85,15-20,ok,66.73,64.27
21.23,277.11,113.17,55.25,12.36,10-15,bad,63.39,24.52
40.49,301.94,84.81,20.36,23.18,35-40,ok,58.68,87.77
97.07,302.54,70.64,16.2,23.69,25-30,ok,66.84,81.03
59.19,209.45,93.37,30.03,16.35,45-50,ok,42.7,58.11
35.2,365.2,118.76,74.49,16.84,40-45,bad,58.52,23.33
51.26,342.69,56.2,22.53,25.92,40-45,ok,87.59,49.83
79.37,340.54,89.05,29.45,7.21,10-15,ok,82.09,75.45
38.03,180.26,111.05,45.22,12.78,15-20,bad,63.73,23.77
49.11,303.18,109.46,25.02,9.17,30-35,ok,65.14,76.01
70.87,260.22,58.32,25.99,24.96,20-25,ok,54.48,73.23
46.45,360.88,10.84,33.72,12.12,35-40,ok,74.69,58.41
30.51,249.71,72.66,10.12,28.25,40-45,ok,46.95,45.57
83.81,272.99,42.62,23.64,32.84,30-35,ok,53.49,100.0
0.61,293.53,112.38,49.24,23.68,15-20,bad,23.73,47.22
67.93,273.29,82.19,25.17,30.87,30-35,ok,70.8,73.9
53.28,307.61,81.55,4.66,6.13,45-50,ok,55.72,63.67
33.52,244.05,78.48,65.53,17.5,20-25,bad,68.21,38.74
34.13,297.11,71.97,38.96,24.15,10-15,ok,88.41,76.49
37.75,291.66,84.49,29.78,14.83,25-30,ok,39.94,42.99
44.67,207.62,95.04,32.39,33.03,45-50,ok,77.15,56.61
35.11,295.0,107.74,41.26,1.7,45-50,bad,78.13,27.14
64.24,295.7,118.04,25.98,19.24,35-40,ok,77.79,71.03
46.04,291.99,79.82,33.04,21.77,30-35,ok,59.96,55.39
34.57,340.3,100.73,8.16,33.86,10-15,ok,60.6,45.66
54.26,232.52,64.12,29.87,20.26,20-25,ok,63.04,68.48
51.58,288.38,69.92,19.38,31.37,25-30,ok,78.34,47.29
66.91,296.39,85.89,30.76,37.05,40-45,ok,67.24,30.99
63.03,315.75,50.52,7.93,43.99,30-35,ok,53.82,82.05
41.47,313.04,58.62,20.2,21.06,15-20,ok,49.9,85.94
52.68,316.16,68.58,36.11,37.55,25-30,ok,70.41,55.07
58.93,329.18,39.02,41.91,21.15,25-30,ok,61.08,78.79
41.3,276.86,78.51,21.77,24.72,45-50,ok,69.35,84.35
41.89,271.82,110.05,15.27,6.99,15-20,bad,87.94,62.12
37.77,250.69,60.22,23.91,18.38,15-20,ok,37.25,39.46
52.83,302.65,98.03,66.03,22.35,20-25,bad,69.34,58.75
43.16,240.33,104.21,49.52,24.54,40-45,bad,82.76,11.41
39.08,250.6,93.19,15.98,17.09,30-35,ok,47.78,92.47
48.07,264.11,87.08,22.39,27.82,15-20,ok,40.16,81.67
37.25,413.1,43.01,49.84,29.42,40-45,ok,55.14,31.06
5.8,306.41,121.26,35.89,6.87,30-35,bad,48.3,34.07
42.66,277.6,148.73,56.51,29.49,30-35,bad,54.3,57.27
33.38,350.57,110.86,43.82,8.41,15-20,bad,70.56,32.93
43.94,264.68,127.02,60.32,19.99,40-45,bad,81.86,80.18
52.78,290.47,57.81,26.49,13.66,40-45,ok,62.56,62.95
30.16,271.11,125.94,49.56,17.63,20-25,bad,79.28,76.75
47.08,246.79,50.72,18.26,41.43,40-45,ok,60.07,73.26
48.59,218.96,73.33,20.12,19.54,20-25,ok,83.88,17.99
42.0,288.75,86.01,25.59,19.95,10-15,ok,50.55,61.27
49.37,338.98,114.08,56.52,3.73,30-35,bad,43.83,70.98
56.32,285.59,73.74,18.92,20.22,25-30,ok,61.28,42.63
57.51,214.94,66.54,40.37,17.7,25-30,ok,55.79,69.08
84.22,264.71,92.98,23.12,42.5,10-15,ok,62.14,42.1
43.23,342.59,67.86,11.2,32.8,20-25,ok,91.86,42.7
11.51,263.79,114.82,51.79,21.27,25-30,bad,52.01,33.63
34.52,229.65,69.45,22.87,38.15,40-45,ok,58.92,50.9
53.97,269.45,93.38,8.75,26.68,25-30,ok,55.87,60.99
52.53,331.41,64.07,32.49,36.43,40-45,ok,65.7,60.29
38.44,191.83,65.77,30.49,23.95,45-50,ok,93.54,58.66
72.18,322.73,116.07,25.4,9.99,20-25,ok,73.81,73.85
62.93,247.63,79.91,22.16,12.78,15-20,ok,70.26,69.96
52.96,235.44,85.53,14.64,29.82,20-25,ok,60.49,59.16
35.17,309.22,108.47,27.23,28.02,30-35,ok,62.62,68.54
26.96,330.8,100.4,51.36,22.39,40-45,bad,63.08,56.67
66.22,268.46,59.51,27.79,17.85,45-50,ok,84.94,64.64
37.23,257.84,89.28,17.55,25.88,15-20,ok,77.38,62.0
40.99,296.92,87.98,40.22,17.13,35-40,ok,71.49,93.22
45.44,326.71,156.23,35.02,19.91,45-50,bad,58.73,61.12
41.33,310.71,109.99,31.01,28.6,35-40,ok,74.96,80.93
49.96,194.48,126.98,47.65,20.86,45-50,bad,52.22,100.0
59.03,330.29,151.52,68.63,3.64,45-50,bad,70.57,60.69
53.66,229.31,78.5,29.1,29.24,35-40,ok,56.66,54.73
22.9,276.9,128.19,57.74,17.43,10-15,bad,33.9,44.69
30.19,249.89,42.57,1.49,29.34,40-45,ok,42.06,32.44
64.88,267.19,59.64,35.19,27.02,25-30,ok,66.35,81.99
31.56,294.64,57.68,23.61,27.53,45-50,ok,83.8,17.32
25.94,199.86,36.36,26.49,27.65,20-25,ok,47.63,69.06
23.89,272.85,80.6,35.01,22.67,35-40,ok,66.96,69.79
51.0,152.11,77.77,34.73,25.28,10-15,ok,56.15,54.09
15.55,291.62,120.1,36.98,23.61,35-40,bad,80.0,46.57
30.69,277.52,71.25,24.55,20.3,35-40,ok,68.63,64.35
70.04,278.59,93.96,14.06,11.71,25-30,ok,52.57,36.27
19.65,275.86,129.76,69.8,0.0,10-15,bad,46.73,46.1
46.63,335.58,100.17,21.17,15.16,30-35,ok,51.28,71.57
42.84,335.45,69.67,15.8,17.71,25-30,ok,58.07,80.3
55.11,417.9,62.03,28.46,26.31,15-20,ok,59.65,54.89
58.37,272.54,81.39,35.9,16.57,45-50,ok,75.25,34.85
43.14,362.05,110.6,51.13,6.32,30-35,bad,39.67,49.67
68.35,185.94,87.15,15.64,29.52,40-45,ok,68.52,85.93
19.59,256.85,75.02,53.77,12.14,20-25,bad,43.15,33.21
69.56,363.36,77.0,12.47,15.76,20-25,ok,47.96,58.89
50.78,347.22,112.36,13.9,23.26,10-15,ok,66.3,75.72
53.05,302.39,45.44,13.92,16.0,45-50,ok,79.51,40.56
69.76,305.6,91.44,32.58,15.79,20-25,ok,90.49,45.84
51.53,275.56,87.94,30.94,7.1,25-30,ok,50.41,44.87
52.22,276.28,46.11,27.04,16.84,15-20,ok,75.08,60.96
44.31,245.77,91.73,17.16,20.63,20-25,ok,57.48,36.64
20.47,327.17,110.79,64.09,7.17,30-35,bad,63.51,41.63
64.93,253.79,69.47,37.33,32.7,25-30,ok,56.77,64.25
62.75,235.73,79.98,36.05,40.17,30-35,ok,61.08,100.0
46.03,314.7,58.26,7.33,31.2,25-30,ok,63.06,56.26
34.06,327.92,102.04,58.01,12.53,15-20,bad,57.22,63.23
62.93,325.72,79.44,13.14,26.86,15-20,ok,55.45,72.25
58.96,340.27,96.43,35.29,37.22,25-30,ok,39.32,62.13
79.8,324.86,53.42,26.95,21.94,30-35,ok,71.35,49.65
0.0,277.13,127.72,60.08,4.95,40-45,bad,43.24,47.81
74.13,290.53,40.37,15.35,25.44,10-15,ok,36.87,84.88
59.67,351.88,123.07,45.2,15.14,10-15,ok,44.61,67.02
72.94,220.33,95.06,39.65,16.43,45-50,ok,67.13,79.28
61.71,239.49,92.53,31.97,32.62,45-50,ok,63.09,67.04
63.23,356.56,89.0,34.45,18.16,45-50,ok,61.91,60.83
42.19,296.56,81.3,28.74,14.27,35-40,ok,71.02,51.24
33.64,244.29,110.22,54.83,11.14,15-20,bad,84.38,100.0
57.23,261.34,54.89,37.33,20.09,45-50,ok,64.46,98.82
27.65,208.91,109.98,80.98,23.32,10-15,bad,75.99,42.47
3.82,351.29,113.18,44.33,12.48,20-25,bad,61.34,63.36
63.31,306.28,72.32,9.48,25.39,20-25,ok,70.31,83.77
17.11,268.62,105.5,21.07,18.18,10-15,ok,64.05,73.4
39.17,269.42,73.14,23.26,20.37,25-30,ok,75.61,59.16
36.12,211.52,74.64,6.92,39.52,20-25,ok,82.3,96.48
48.18,293.3,96.84,25.15,16.95,45-50,ok,78.52,64.92
17.73,319.59,87.89,28.99,25.48,30-35,ok,64.87,49.03
14.87,379.91,134.44,60.25,5.42,30-35,bad,50.12,48.6
39.09,306.82,100.6,8.2,32.05,40-45,ok,79.42,55.03
43.55,258.75,72.75,32.84,18.26,35-40,ok,48.86,100.0
90.06,230.89,80.0,15.45,30.69,10-15,ok,57.8,96.3
59.78,269.72,68.09,20.57,17.68,30-35,ok,75.63,63.42
38.75,272.48,103.0,47.76,4.97,25-30,bad,66.39,63.27
51.18,255.88,90.95,21.9,39.5,15-20,ok,60.67,100.0
0.0,296.07,131.23,48.46,9.16,35-40,bad,55.05,42.36
33.87,286.44,121.78,45.29,25.34,10-15,bad,53.18,66.65
36.69,319.11,82.8,26.76,21.64,25-30,ok,67.41,65.64
53.19,334.07,64.98,18.73,21.89,15-20,ok,59.58,72.49
68.27,306.34,99.43,36.82,22.53,35-40,ok,62.09,48.63
36.69,260.62,81.03,67.76,21.93,10-15,bad,52.58,67.46
23.83,257.27,89.73,20.65,40.8,15-20,ok,84.95,83.25
39.58,345.77,98.03,35.58,11.07,30-35,bad,64.56,62.91
59.92,350.75,72.99,17.54,36.27,30-35,ok,39.48,58.03
32.23,255.05,94.44,21.91,23.64,15-20,ok,64.93,64.04
66.32,291.05,63.2,24.17,11.94,30-35,ok,52.52,73.88
56.59,300.15,59.81,20.96,26.96,45-50,ok,40.38,66.15
69.97,236.88,64.31,16.54,24.58,25-30,ok,52.11,72.44
76.98,256.17,97.13,41.25,18.03,40-45,ok,80.48,100.0
25.72,253.81,140.26,53.0,14.78,35-40,bad,59.55,41.6
51.09,236.47,85.94,21.15,28.45,40-45,ok,68.07,56.43
22.1,223.53,94.38,65.77,0.57,25-30,bad,57.58,55.48
45.97,227.61,98.06,10.72,20.56,25-30,ok,29.74,56.83
51.99,291.25,52.84,27.77,34.6,30-35,ok,85.75,73.85
22.02,361.43,137.58,58.99,12.94,40-45,bad,100.0,68.66
60.12,289.33,70.28,29.01,31.63,35-40,ok,57.59,77.22
56.96,257.3,58.61,9.36,28.03,10-15,ok,86.66,100.0
33.71,249.26,143.76,70.01,37.6,20-25,bad,61.28,20.55
32.46,312.78,100.08,29.22,20.68,35-40,ok,82.08,79.81
18.98,98.01,93.28,72.66,22.91,25-30,bad,64.54,35.91
54.18,278.75,74.54,54.46,31.67,45-50,ok,74.23,70.29
12.39,238.89,75.0,66.96,16.38,30-35,bad,73.97,42.4
61.87,302.98,53.4,29.92,21.66,15-20,ok,57.62,53.31
59.29,276.45,81.99,29.29,16.34,25-30,ok,78.91,66.76
22.8,348.84,36.65,22.38,35.06,40-45,ok,57.97,68.13
57.31,275.81,82.4,22.94,33.06,10-15,ok,61.26,40.44
40.99,262.8,95.93,22.67,31.55,20-25,ok,65.94,98.44
66.46,206.2,96.41,20.85,10.52,35-40,ok,81.37,72.1
46.84,233.94,111.4,59.28,21.08,35-40,bad,51.48,75.58
13.29,238.67,123.42,59.85,15.02,35-40,bad,58.21,61.43
53.5,252.34,86.26,30.9,21.75,25-30,ok,51.34,57.25
37.75,245.96,64.36,17.89,26.27,45-50,ok,86.7,86.02
59.81,310.85,35.08,26.29,30.99,15-20,ok,42.97,53.27
9.85,283.65,162.43,66.36,7.92,15-20,bad,58.22,61.73
60.96,256.74,90.37,43.45,25.78,25-30,ok,77.68,81.61
73.67,246.11,64.59,27.78,25.02,10-15,ok,72.66,65.4
47.24,436.24,85.41,26.37,8.53,15-20,ok,63.48,74.56
68.97,368.71,54.14,40.64,31.37,40-45,ok,72.4,22.47
36.34,240.41,108.02,36.23,19.81,30-35,ok,80.55,66.65
69.04,173.68,79.27,0.91,24.95,20-25,ok,33.39,55.86
20.64,278.5,119.87,49.0,24.38,45-50,bad,49.66,74.32
40.99,264.06,99.21,36.8,29.49,10-15,bad,51.53,8.16
31.59,302.13,88.23,22.49,12.85,10-15,ok,61.94,51.83
55.16,373.09,84.93,6.09,30.46,20-25,ok,43.73,89.13
60.8,282.79,92.75,37.41,21.87,45-50,ok,69.11,15.21
70.33,256.28,81.18,32.72,30.54,15-20,ok,91.52,75.28
19.8,268.81,151.94,71.57,14.07,30-35,bad,43.35,66.62
42.78,334.77,83.02,36.91,12.07,35-40,ok,59.85,66.75
14.69,314.24,98.7,69.38,14.97,40-45,bad,47.46,40.34
26.2,260.89,87.49,12.98,29.76,30-35,ok,34.53,67.07
42.38,304.89,78.65,33.52,16.4,20-25,ok,61.88,31.91
47.69,304.84,110.04,19.98,23.51,15-20,ok,51.3,47.93
65.51,273.13,54.48,27.25,28.05,40-45,ok,57.9,70.31
82.52,309.24,43.06,7.5,23.96,15-20,ok,51.71,51.09
47.86,265.22,88.47,20.26,24.74,30-35,ok,78.45,59.85
60.48,300.02,84.39,36.14,42.08,10-15,ok,63.85,73.78
71.68,353.76,44.06,44.46,28.85,20-25,ok,73.55,19.08
69.3,257.61,42.79,19.24,15.38,10-15,ok,49.31,69.8
33.22,285.12,69.76,15.11,30.34,45-50,ok,71.47,77.08
44.16,228.53,83.59,38.41,49.5,30-35,ok,43.91,38.26
55.36,213.07,71.77,29.28,23.66,25-30,ok,57.63,49.13
38.32,303.61,73.66,13.2,30.96,30-35,ok,61.77,75.43
68.54,211.94,91.96,5.67,29.45,20-25,ok,45.37,37.27
65.83,274.82,59.04,35.02,26.27,15-20,ok,67.89,54.43
51.06,347.16,62.55,30.6,30.83,10-15,ok,43.39,48.04
42.21,225.75,83.03,32.77,42.52,45-50,ok,58.55,87.4
62.7,251.72,65.07,34.55,30.28,45-50,ok,63.69,87.22
20.11,349.71,95.92,53.47,12.31,30-35,bad,71.77,71.39
34.1,266.43,90.46,40.87,46.73,10-15,ok,78.92,60.81
52.56,227.24,99.76,18.64,9.79,35-40,ok,73.76,27.88
56.14,197.68,49.4,15.67,28.63,10-15,ok,44.99,69.51
85.87,191.1,68.5,13.09,29.24,35-40,ok,44.58,92.89
44.32,243.53,52.96,28.1,24.82,45-50,ok,91.0,64.32
29.89,173.55,59.57,25.14,33.65,35-40,ok,61.14,45.47
26.99,247.44,78.61,38.86,17.01,30-35,ok,48.25,68.38
38.09,296.64,89.49,31.83,12.83,15-20,ok,41.98,59.41
40.33,349.69,87.04,8.39,36.87,40-45,ok,36.76,67.59
57.37,266.13,61.77,43.65,20.87,35-40,ok,36.28,36.65
45.65,270.97,135.74,47.91,14.85,30-35,bad,43.5,61.77
28.65,290.84,86.74,35.27,26.73,20-25,ok,70.67,50.57
76.24,248.97,59.71,47.34,21.95,25-30,ok,54.11,64.2
82.08,307.4,87.1,29.3,19.98,30-35,ok,60.14,78.17
49.71,300.58,49.47,17.62,34.85,45-50,ok,45.42,69.2
31.9,301.61,86.61,37.0,24.04,35-40,ok,67.21,21.34
59.27,307.8,68.34,29.29,23.36,20-25,ok,41.58,47.0
63.97,259.85,61.41,29.29,20.13,25-30,ok,40.4,64.98
44.93,264.19,55.03,23.87,34.9,15-20,ok,62.34,78.09
44.15,394.36,66.74,22.41,14.05,25-30,ok,63.12,62.46
23.43,231.99,102.79,67.45,0.0,30-35,bad,66.29,69.57
55.56,304.33,117.45,42.5,25.46,25-30,bad,25.8,24.45
20.19,322.78,122.36,46.01,17.73,10-15,bad,54.68,29.42
0.0,265.34,105.25,50.25,29.84,25-30,bad,97.36,88.92
66.8,268.01,32.99,23.43,23.99,25-30,ok,65.03,67.26
36.47,315.3,79.56,51.13,11.35,40-45,bad,77.24,51.05
24.22,350.87,105.52,80.93,5.03,35-40,bad,75.51,74.11
64.44,238.75,88.56,18.13,26.21,15-20,ok,88.74,75.52
60.91,271.61,60.9,30.09,24.85,40-45,ok,71.51,16.04
49.54,347.21,58.05,30.9,13.27,20-25,ok,64.75,100.0
33.88,213.03,82.95,34.31,30.32,25-30,ok,66.8,54.19
57.74,220.26,120.79,35.44,34.83,40-45,ok,61.74,82.25
55.88,366.95,46.55,32.07,7.42,25-30,ok,48.89,32.97
30.11,215.88,94.09,45.86,19.04,35-40,bad,57.26,32.89
31.74,272.26,47.79,28.59,30.73,10-15,ok,64.15,100.0
51.84,260.54,103.55,55.61,5.73,35-40,bad,54.33,45.63
43.33,296.06,57.32,23.14,16.48,45-50,ok,17.32,63.07
20.52,337.72,102.41,29.81,27.46,15-20,ok,41.73,85.51
29.59,253.99,103.01,20.66,7.39,20-25,bad,46.82,61.93
36.78,173.02,103.63,33.59,34.33,35-40,ok,36.75,53.42
52.33,272.68,82.1,36.23,27.86,45-50,ok,47.47,94.67
52.17,267.81,89.84,27.26,30.62,30-35,ok,57.67,63.62
70.27,287.94,63.42,19.85,39.33,20-25,ok,62.69,44.72
44.96,322.5,101.22,27.48,33.55,40-45,ok,47.7,44.78
66.27,284.66,78.15,34.88,26.82,25-30,ok,70.3,37.34
41.36,237.13,30.94,23.31,31.56,15-20,ok,62.03,61.15
56.09,245.8,64.66,15.14,37.3,45-50,ok,74.41,78.24
47.19,295.33,91.11,6.86,36.89,40-45,ok,50.09,55.16
35.32,292.41,79.88,57.32,12.61,30-35,bad,85.62,32.72
18.76,272.06,64.73,63.53,12.95,45-50,bad,76.1,56.31
49.44,186.9,115.68,49.62,0.0,15-20,bad,59.53,49.91
14.27,376.41,56.18,12.36,17.24,20-25,ok,81.31,53.14
40.38,218.68,50.26,34.52,29.2,20-25,ok,40.05,54.8
56.1,258.57,61.32,33.02,14.57,15-20,ok,47.38,68.2
32.75,303.46,114.42,60.72,24.45,25-30,bad,53.63,44.42
